Source.Name,fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount,Year
Sales 2014.csv,1,4,6,Germany;Dresden,2/1/2014,145,0.954,0.55,2014
Sales 2014.csv,51,10,7,Germany;Frankfurt,3/1/2014,89,0.962,0.4,2014
Sales 2014.csv,52,9,7,Germany;Frankfurt,3/1/2014,89,0.962,0.4,2014
Sales 2014.csv,53,8,7,Germany;Frankfurt,3/1/2014,86,0.962,0.4,2014
Sales 2014.csv,54,8,1,Czech republic;Prague,3/1/2014,81,0.962,0.4,2014
Sales 2014.csv,55,5,5,Germany;Berlin,3/1/2014,80,0.962,0.4,2014
Sales 2014.csv,56,10,1,Czech republic;Prague,3/1/2014,77,0.962,0.4,2014
Sales 2014.csv,57,7,5,Germany;Berlin,3/1/2014,68,0.962,0.15,2014
Sales 2014.csv,58,8,7,Germany;Frankfurt,3/1/2014,64,0.962,0.15,2014
Sales 2014.csv,59,3,7,Germany;Frankfurt,3/1/2014,59,0.962,0.15,2014
Sales 2014.csv,60,5,7,Germany;Frankfurt,3/1/2014,57,0.962,0.15,2014
Sales 2014.csv,61,1,7,Germany;Frankfurt,3/1/2014,56,0.962,0.15,2014
Sales 2014.csv,62,1,5,Germany;Berlin,3/1/2014,54,0.962,0.15,2014
Sales 2014.csv,63,5,5,Germany;Berlin,3/1/2014,48,0.962,0.15,2014
Sales 2014.csv,64,9,7,Germany;Frankfurt,3/1/2014,46,0.962,0.15,2014
Sales 2014.csv,65,1,7,Germany;Frankfurt,3/1/2014,45,0.962,0.15,2014
Sales 2014.csv,66,10,5,Germany;Berlin,3/1/2014,45,0.962,0.15,2014
Sales 2014.csv,67,8,5,Germany;Berlin,3/1/2014,42,0.962,0.15,2014
Sales 2014.csv,68,7,2,Denmark;Copenhagen,3/1/2014,28,0.962,0.15,2014
Sales 2014.csv,69,10,4,Germany;Frankfurt,3/1/2014,28,0.962,0.15,2014
Sales 2014.csv,70,8,1,Czech republic;Prague,3/1/2014,25,0.962,0.01,2014
Sales 2014.csv,71,7,7,Germany;Frankfurt,3/1/2014,25,0.962,0.01,2014
Sales 2014.csv,72,8,5,Germany;Berlin,3/1/2014,19,0.962,0.01,2014
Sales 2014.csv,73,2,5,Germany;Berlin,3/1/2014,19,0.962,0.01,2014
Sales 2014.csv,74,10,5,Germany;Berlin,3/1/2014,14,0.962,0.01,2014
Sales 2014.csv,75,10,5,Germany;Berlin,3/1/2014,10,0.962,0,2014
Sales 2014.csv,76,1,6,Germany;Dresden,3/1/2014,10,0.962,0,2014
Sales 2014.csv,77,9,7,Germany;Frankfurt,3/1/2014,9,0.962,0,2014
Sales 2014.csv,78,5,2,Denmark;Copenhagen,3/1/2014,9,0.962,0,2014
Sales 2014.csv,79,11,3,Czech republic;Ostrava,3/1/2014,8,0.962,0,2014
Sales 2014.csv,80,8,1,Czech republic;Prague,3/1/2014,8,0.962,0,2014
Sales 2014.csv,81,10,5,Germany;Berlin,3/1/2014,5,0.962,0,2014
Sales 2014.csv,82,6,3,Czech republic;Brno,3/1/2014,4,0.962,0,2014
Sales 2014.csv,83,6,3,Czech republic;Brno,3/1/2014,1,0.962,0,2014
Sales 2014.csv,84,9,1,Czech republic;Prague,4/1/2014,150,0.954,0.55,2014
Sales 2014.csv,85,9,3,Czech republic;Ostrava,4/1/2014,147,0.954,0.55,2014
Sales 2014.csv,86,10,5,Germany;Berlin,4/1/2014,147,0.954,0.55,2014
Sales 2014.csv,87,6,6,Germany;Dresden,4/1/2014,146,0.954,0.55,2014
Sales 2014.csv,88,6,5,Germany;Berlin,4/1/2014,145,0.954,0.55,2014
Sales 2014.csv,89,4,2,Denmark;Copenhagen,4/1/2014,136,0.954,0.55,2014
Sales 2014.csv,90,9,2,Denmark;Copenhagen,4/1/2014,133,0.954,0.55,2014
Sales 2014.csv,91,6,7,Germany;Frankfurt,4/1/2014,132,0.954,0.55,2014
Sales 2014.csv,92,9,3,Czech republic;Ostrava,4/1/2014,130,0.954,0.55,2014
Sales 2014.csv,93,1,7,Germany;Frankfurt,4/1/2014,121,0.954,0.55,2014
Sales 2014.csv,94,9,5,Germany;Berlin,4/1/2014,120,0.954,0.55,2014
Sales 2014.csv,95,6,3,Czech republic;Brno,4/1/2014,117,0.954,0.55,2014
Sales 2014.csv,96,6,6,Germany;Dresden,4/1/2014,116,0.954,0.55,2014
Sales 2014.csv,97,4,5,Germany;Berlin,4/1/2014,109,0.954,0.55,2014
Sales 2014.csv,98,5,7,Germany;Frankfurt,4/1/2014,107,0.954,0.55,2014
Sales 2014.csv,99,7,5,Germany;Berlin,4/1/2014,103,0.954,0.55,2014
Sales 2014.csv,100,2,5,Germany;Berlin,4/1/2014,103,0.954,0.55,2014
Sales 2014.csv,101,6,7,Germany;Frankfurt,4/1/2014,102,0.954,0.55,2014
Sales 2014.csv,102,10,2,Denmark;Copenhagen,4/1/2014,98,0.954,0.4,2014
Sales 2014.csv,103,11,7,Germany;Frankfurt,4/1/2014,97,0.954,0.4,2014
Sales 2014.csv,104,7,6,Germany;Dresden,4/1/2014,95,0.954,0.4,2014
Sales 2014.csv,105,1,7,Germany;Frankfurt,4/1/2014,93,0.954,0.4,2014
Sales 2014.csv,106,5,2,Denmark;Copenhagen,4/1/2014,89,0.954,0.4,2014
Sales 2014.csv,107,8,5,Germany;Berlin,4/1/2014,83,0.954,0.4,2014
Sales 2014.csv,108,11,4,Germany;Frankfurt,4/1/2014,81,0.954,0.4,2014
Sales 2014.csv,109,5,7,Germany;Frankfurt,4/1/2014,81,0.954,0.4,2014
Sales 2014.csv,110,9,2,Denmark;Copenhagen,4/1/2014,79,0.954,0.4,2014
Sales 2014.csv,111,7,5,Germany;Berlin,4/1/2014,79,0.954,0.4,2014
Sales 2014.csv,112,9,5,Germany;Berlin,4/1/2014,76,0.954,0.4,2014
Sales 2014.csv,113,7,3,Czech republic;Ostrava,4/1/2014,74,0.954,0.15,2014
Sales 2014.csv,114,5,7,Germany;Frankfurt,4/1/2014,70,0.954,0.15,2014
Sales 2014.csv,115,10,6,Germany;Dresden,4/1/2014,69,0.954,0.15,2014
Sales 2014.csv,116,5,7,Germany;Frankfurt,4/1/2014,69,0.954,0.15,2014
Sales 2014.csv,117,10,5,Germany;Berlin,4/1/2014,66,0.954,0.15,2014
Sales 2014.csv,118,11,5,Germany;Berlin,4/1/2014,66,0.954,0.15,2014
Sales 2014.csv,119,7,4,Germany;Frankfurt,4/1/2014,65,0.954,0.15,2014
Sales 2014.csv,120,4,5,Germany;Berlin,4/1/2014,63,0.954,0.15,2014
Sales 2014.csv,121,1,7,Germany;Frankfurt,4/1/2014,62,0.954,0.15,2014
Sales 2014.csv,122,5,4,Germany;Frankfurt,4/1/2014,62,0.954,0.15,2014
Sales 2014.csv,123,10,1,Czech republic;Prague,4/1/2014,60,0.954,0.15,2014
Sales 2014.csv,124,6,6,Germany;Dresden,4/1/2014,59,0.954,0.15,2014
Sales 2014.csv,125,2,7,Germany;Frankfurt,4/1/2014,59,0.954,0.15,2014
Sales 2014.csv,126,10,5,Germany;Berlin,4/1/2014,56,0.954,0.15,2014
Sales 2014.csv,127,10,7,Germany;Frankfurt,4/1/2014,52,0.954,0.15,2014
Sales 2014.csv,128,4,6,Germany;Dresden,4/1/2014,49,0.954,0.15,2014
Sales 2014.csv,129,1,3,Czech republic;Brno,4/1/2014,47,0.954,0.15,2014
Sales 2014.csv,130,7,5,Germany;Berlin,4/1/2014,46,0.954,0.15,2014
Sales 2014.csv,131,6,3,Czech republic;Brno,4/1/2014,44,0.954,0.15,2014
Sales 2014.csv,132,11,5,Germany;Berlin,4/1/2014,44,0.954,0.15,2014
Sales 2014.csv,133,5,4,Germany;Frankfurt,4/1/2014,43,0.954,0.15,2014
Sales 2014.csv,134,5,5,Germany;Berlin,4/1/2014,42,0.954,0.15,2014
Sales 2014.csv,135,11,2,Denmark;Copenhagen,4/1/2014,39,0.954,0.15,2014
Sales 2014.csv,136,11,2,Denmark;Copenhagen,4/1/2014,19,0.954,0.01,2014
Sales 2014.csv,137,9,5,Germany;Berlin,4/1/2014,18,0.954,0.01,2014
Sales 2014.csv,138,5,6,Germany;Dresden,4/1/2014,17,0.954,0.01,2014
Sales 2014.csv,139,3,5,Germany;Berlin,4/1/2014,10,0.954,0,2014
Sales 2014.csv,140,3,4,Germany;Frankfurt,4/1/2014,7,0.954,0,2014
Sales 2014.csv,141,8,5,Germany;Berlin,4/1/2014,4,0.954,0,2014
Sales 2014.csv,142,8,2,Denmark;Copenhagen,4/1/2014,1,0.954,0,2014
Sales 2014.csv,143,1,5,Germany;Berlin,7/1/2014,150,0.942,0.55,2014
Sales 2014.csv,144,11,5,Germany;Berlin,7/1/2014,141,0.942,0.55,2014
Sales 2014.csv,145,2,7,Germany;Frankfurt,7/1/2014,138,0.942,0.55,2014
Sales 2014.csv,146,7,5,Germany;Berlin,7/1/2014,135,0.942,0.55,2014
Sales 2014.csv,147,8,7,Germany;Frankfurt,7/1/2014,133,0.942,0.55,2014
Sales 2014.csv,148,8,3,Czech republic;Ostrava,7/1/2014,132,0.942,0.55,2014
Sales 2014.csv,149,9,7,Germany;Frankfurt,7/1/2014,130,0.942,0.55,2014
Sales 2014.csv,150,1,7,Germany;Frankfurt,7/1/2014,125,0.942,0.55,2014
Sales 2014.csv,151,4,7,Germany;Frankfurt,7/1/2014,125,0.942,0.55,2014
Sales 2014.csv,152,2,1,Czech republic;Prague,7/1/2014,121,0.942,0.55,2014
Sales 2014.csv,153,7,7,Germany;Frankfurt,7/1/2014,115,0.942,0.55,2014
Sales 2014.csv,154,7,1,Czech republic;Prague,7/1/2014,114,0.942,0.55,2014
Sales 2014.csv,155,4,7,Germany;Frankfurt,7/1/2014,114,0.942,0.55,2014
Sales 2014.csv,156,5,5,Germany;Berlin,7/1/2014,113,0.942,0.55,2014
Sales 2014.csv,157,5,6,Germany;Dresden,7/1/2014,107,0.942,0.55,2014
Sales 2014.csv,158,9,7,Germany;Frankfurt,7/1/2014,104,0.942,0.55,2014
Sales 2014.csv,159,6,4,Germany;Frankfurt,7/1/2014,99,0.942,0.4,2014
Sales 2014.csv,160,1,5,Germany;Berlin,7/1/2014,94,0.942,0.4,2014
Sales 2014.csv,161,11,5,Germany;Berlin,7/1/2014,88,0.942,0.4,2014
Sales 2014.csv,162,2,5,Germany;Berlin,7/1/2014,84,0.942,0.4,2014
Sales 2014.csv,163,2,5,Germany;Berlin,7/1/2014,81,0.942,0.4,2014
Sales 2014.csv,164,7,7,Germany;Frankfurt,7/1/2014,80,0.942,0.4,2014
Sales 2014.csv,165,11,7,Germany;Frankfurt,7/1/2014,80,0.942,0.4,2014
Sales 2014.csv,166,10,4,Germany;Frankfurt,7/1/2014,78,0.942,0.4,2014
Sales 2014.csv,167,6,5,Germany;Berlin,7/1/2014,72,0.942,0.15,2014
Sales 2014.csv,168,8,7,Germany;Frankfurt,7/1/2014,72,0.942,0.15,2014
Sales 2014.csv,169,8,7,Germany;Frankfurt,7/1/2014,71,0.942,0.15,2014
Sales 2014.csv,170,11,7,Germany;Frankfurt,7/1/2014,61,0.942,0.15,2014
Sales 2014.csv,171,6,5,Germany;Berlin,7/1/2014,55,0.942,0.15,2014
Sales 2014.csv,172,5,1,Czech republic;Prague,7/1/2014,52,0.942,0.15,2014
Sales 2014.csv,173,1,7,Germany;Frankfurt,7/1/2014,51,0.942,0.15,2014
Sales 2014.csv,174,7,4,Germany;Frankfurt,7/1/2014,51,0.942,0.15,2014
Sales 2014.csv,175,11,4,Germany;Frankfurt,7/1/2014,51,0.942,0.15,2014
Sales 2014.csv,176,7,5,Germany;Berlin,7/1/2014,45,0.942,0.15,2014
Sales 2014.csv,177,7,6,Germany;Dresden,7/1/2014,29,0.942,0.15,2014
Sales 2014.csv,178,10,5,Germany;Berlin,7/1/2014,26,0.942,0.15,2014
Sales 2014.csv,179,10,7,Germany;Frankfurt,7/1/2014,24,0.942,0.01,2014
Sales 2014.csv,180,2,1,Czech republic;Prague,7/1/2014,21,0.942,0.01,2014
Sales 2014.csv,181,10,5,Germany;Berlin,7/1/2014,19,0.942,0.01,2014
Sales 2014.csv,182,3,7,Germany;Frankfurt,7/1/2014,19,0.942,0.01,2014
Sales 2014.csv,183,9,7,Germany;Frankfurt,7/1/2014,18,0.942,0.01,2014
Sales 2014.csv,184,8,4,Germany;Frankfurt,7/1/2014,12,0.942,0.01,2014
Sales 2014.csv,185,11,7,Germany;Frankfurt,7/1/2014,12,0.942,0.01,2014
Sales 2014.csv,186,3,2,Denmark;Copenhagen,7/1/2014,9,0.942,0,2014
Sales 2014.csv,187,6,5,Germany;Berlin,7/1/2014,3,0.942,0,2014
Sales 2014.csv,188,10,4,Germany;Frankfurt,7/1/2014,1,0.942,0,2014
Sales 2014.csv,189,8,5,Germany;Berlin,8/1/2014,144,0.948,0.55,2014
Sales 2014.csv,190,9,4,Germany;Frankfurt,8/1/2014,141,0.948,0.55,2014
Sales 2014.csv,191,5,1,Czech republic;Prague,8/1/2014,138,0.948,0.55,2014
Sales 2014.csv,192,5,5,Germany;Berlin,8/1/2014,132,0.948,0.55,2014
Sales 2014.csv,193,8,3,Czech republic;Ostrava,8/1/2014,128,0.948,0.55,2014
Sales 2014.csv,194,8,6,Germany;Dresden,8/1/2014,124,0.948,0.55,2014
Sales 2014.csv,195,7,3,Czech republic;Ostrava,8/1/2014,122,0.948,0.55,2014
Sales 2014.csv,196,1,7,Germany;Frankfurt,8/1/2014,120,0.948,0.55,2014
Sales 2014.csv,197,7,5,Germany;Berlin,8/1/2014,115,0.948,0.55,2014
Sales 2014.csv,198,1,2,Denmark;Copenhagen,8/1/2014,111,0.948,0.55,2014
Sales 2014.csv,199,6,2,Denmark;Copenhagen,8/1/2014,105,0.948,0.55,2014
Sales 2014.csv,200,5,5,Germany;Berlin,8/1/2014,101,0.948,0.55,2014
Sales 2014.csv,201,10,2,Denmark;Copenhagen,8/1/2014,98,0.948,0.4,2014
Sales 2014.csv,202,11,1,Czech republic;Prague,8/1/2014,94,0.948,0.4,2014
Sales 2014.csv,203,2,4,Germany;Frankfurt,8/1/2014,93,0.948,0.4,2014
Sales 2014.csv,204,5,4,Germany;Frankfurt,8/1/2014,93,0.948,0.4,2014
Sales 2014.csv,205,3,7,Germany;Frankfurt,8/1/2014,92,0.948,0.4,2014
Sales 2014.csv,206,6,5,Germany;Berlin,8/1/2014,85,0.948,0.4,2014
Sales 2014.csv,207,5,2,Denmark;Copenhagen,8/1/2014,82,0.948,0.4,2014
Sales 2014.csv,208,6,2,Denmark;Copenhagen,8/1/2014,74,0.948,0.15,2014
Sales 2014.csv,209,9,7,Germany;Frankfurt,8/1/2014,68,0.948,0.15,2014
Sales 2014.csv,210,7,5,Germany;Berlin,8/1/2014,67,0.948,0.15,2014
Sales 2014.csv,211,5,4,Germany;Frankfurt,8/1/2014,67,0.948,0.15,2014
Sales 2014.csv,212,9,5,Germany;Berlin,8/1/2014,65,0.948,0.15,2014
Sales 2014.csv,213,6,6,Germany;Dresden,8/1/2014,62,0.948,0.15,2014
Sales 2014.csv,214,7,2,Denmark;Copenhagen,8/1/2014,60,0.948,0.15,2014
Sales 2014.csv,215,9,4,Germany;Frankfurt,8/1/2014,54,0.948,0.15,2014
Sales 2014.csv,216,4,7,Germany;Frankfurt,8/1/2014,53,0.948,0.15,2014
Sales 2014.csv,217,8,3,Czech republic;Ostrava,8/1/2014,53,0.948,0.15,2014
Sales 2014.csv,218,7,5,Germany;Berlin,8/1/2014,51,0.948,0.15,2014
Sales 2014.csv,219,10,6,Germany;Dresden,8/1/2014,51,0.948,0.15,2014
Sales 2014.csv,220,6,5,Germany;Berlin,8/1/2014,50,0.948,0.15,2014
Sales 2014.csv,221,1,1,Czech republic;Prague,8/1/2014,46,0.948,0.15,2014
Sales 2014.csv,222,6,5,Germany;Berlin,8/1/2014,40,0.948,0.15,2014
Sales 2014.csv,223,8,5,Germany;Berlin,8/1/2014,39,0.948,0.15,2014
Sales 2014.csv,224,1,4,Germany;Frankfurt,8/1/2014,33,0.948,0.15,2014
Sales 2014.csv,225,8,5,Germany;Berlin,8/1/2014,30,0.948,0.15,2014
Sales 2014.csv,226,6,7,Germany;Frankfurt,8/1/2014,28,0.948,0.15,2014
Sales 2014.csv,227,5,5,Germany;Berlin,8/1/2014,23,0.948,0.01,2014
Sales 2014.csv,228,1,3,Czech republic;Brno,8/1/2014,20,0.948,0.01,2014
Sales 2014.csv,229,6,7,Germany;Frankfurt,8/1/2014,19,0.948,0.01,2014
Sales 2014.csv,230,6,2,Denmark;Copenhagen,8/1/2014,12,0.948,0.01,2014
Sales 2014.csv,231,7,7,Germany;Frankfurt,8/1/2014,10,0.948,0,2014
Sales 2014.csv,232,1,5,Germany;Berlin,8/1/2014,9,0.948,0,2014
Sales 2014.csv,233,10,3,Czech republic;Ostrava,8/1/2014,8,0.948,0,2014
Sales 2014.csv,234,3,5,Germany;Berlin,8/1/2014,7,0.948,0,2014
Sales 2014.csv,235,11,1,Czech republic;Prague,8/1/2014,6,0.948,0,2014
Sales 2014.csv,236,4,3,Czech republic;Brno,8/1/2014,6,0.948,0,2014
Sales 2014.csv,237,2,6,Germany;Dresden,8/1/2014,4,0.948,0,2014
Sales 2014.csv,238,3,7,Germany;Frankfurt,8/1/2014,2,0.948,0,2014
Sales 2014.csv,239,4,7,Germany;Frankfurt,8/1/2014,1,0.948,0,2014
Sales 2014.csv,240,3,7,Germany;Frankfurt,9/1/2014,144,0.939,0.55,2014
Sales 2014.csv,241,1,7,Germany;Frankfurt,9/1/2014,143,0.939,0.55,2014
Sales 2014.csv,242,9,6,Germany;Dresden,9/1/2014,138,0.939,0.55,2014
Sales 2014.csv,243,8,5,Germany;Berlin,9/1/2014,136,0.939,0.55,2014
Sales 2014.csv,244,4,5,Germany;Berlin,9/1/2014,130,0.939,0.55,2014
Sales 2014.csv,245,1,7,Germany;Frankfurt,9/1/2014,128,0.939,0.55,2014
Sales 2014.csv,246,3,1,Czech republic;Prague,9/1/2014,126,0.939,0.55,2014
Sales 2014.csv,247,2,1,Czech republic;Prague,9/1/2014,122,0.939,0.55,2014
Sales 2014.csv,248,10,6,Germany;Dresden,9/1/2014,122,0.939,0.55,2014
Sales 2014.csv,249,2,6,Germany;Dresden,9/1/2014,121,0.939,0.55,2014
Sales 2014.csv,250,9,5,Germany;Berlin,9/1/2014,120,0.939,0.55,2014
Sales 2014.csv,251,9,6,Germany;Dresden,9/1/2014,115,0.939,0.55,2014
Sales 2014.csv,252,4,5,Germany;Berlin,9/1/2014,109,0.939,0.55,2014
Sales 2014.csv,253,3,7,Germany;Frankfurt,9/1/2014,108,0.939,0.55,2014
Sales 2014.csv,254,2,7,Germany;Frankfurt,9/1/2014,104,0.939,0.55,2014
Sales 2014.csv,255,9,7,Germany;Frankfurt,9/1/2014,99,0.939,0.4,2014
Sales 2014.csv,256,1,5,Germany;Berlin,9/1/2014,96,0.939,0.4,2014
Sales 2014.csv,257,9,2,Denmark;Copenhagen,9/1/2014,88,0.939,0.4,2014
Sales 2014.csv,258,11,5,Germany;Berlin,9/1/2014,87,0.939,0.4,2014
Sales 2014.csv,259,8,6,Germany;Dresden,9/1/2014,85,0.939,0.4,2014
Sales 2014.csv,260,8,7,Germany;Frankfurt,9/1/2014,84,0.939,0.4,2014
Sales 2014.csv,261,5,5,Germany;Berlin,9/1/2014,81,0.939,0.4,2014
Sales 2014.csv,262,3,7,Germany;Frankfurt,9/1/2014,72,0.939,0.15,2014
Sales 2014.csv,263,10,5,Germany;Berlin,9/1/2014,68,0.939,0.15,2014
Sales 2014.csv,264,2,5,Germany;Berlin,9/1/2014,66,0.939,0.15,2014
Sales 2014.csv,265,1,7,Germany;Frankfurt,9/1/2014,56,0.939,0.15,2014
Sales 2014.csv,266,4,7,Germany;Frankfurt,9/1/2014,53,0.939,0.15,2014
Sales 2014.csv,267,4,6,Germany;Dresden,9/1/2014,44,0.939,0.15,2014
Sales 2014.csv,268,1,2,Denmark;Copenhagen,9/1/2014,34,0.939,0.15,2014
Sales 2014.csv,269,2,7,Germany;Frankfurt,9/1/2014,32,0.939,0.15,2014
Sales 2014.csv,270,10,5,Germany;Berlin,9/1/2014,31,0.939,0.15,2014
Sales 2014.csv,271,6,3,Czech republic;Brno,9/1/2014,29,0.939,0.15,2014
Sales 2014.csv,272,2,5,Germany;Berlin,9/1/2014,29,0.939,0.15,2014
Sales 2014.csv,273,10,5,Germany;Berlin,9/1/2014,28,0.939,0.15,2014
Sales 2014.csv,274,9,1,Czech republic;Prague,9/1/2014,25,0.939,0.01,2014
Sales 2014.csv,275,6,5,Germany;Berlin,9/1/2014,24,0.939,0.01,2014
Sales 2014.csv,276,11,3,Czech republic;Ostrava,9/1/2014,8,0.939,0,2014
Sales 2014.csv,277,3,1,Czech republic;Prague,9/1/2014,8,0.939,0,2014
Sales 2014.csv,278,5,7,Germany;Frankfurt,9/1/2014,8,0.939,0,2014
Sales 2014.csv,279,7,4,Germany;Frankfurt,9/1/2014,7,0.939,0,2014
Sales 2014.csv,280,11,2,Denmark;Copenhagen,10/1/2014,147,0.953,0.55,2014
Sales 2014.csv,281,8,2,Denmark;Copenhagen,10/1/2014,147,0.953,0.55,2014
Sales 2014.csv,282,8,5,Germany;Berlin,10/1/2014,143,0.953,0.55,2014
Sales 2014.csv,283,7,5,Germany;Berlin,10/1/2014,131,0.953,0.55,2014
Sales 2014.csv,284,9,5,Germany;Berlin,10/1/2014,131,0.953,0.55,2014
Sales 2014.csv,285,5,7,Germany;Frankfurt,10/1/2014,131,0.953,0.55,2014
Sales 2014.csv,286,11,7,Germany;Frankfurt,10/1/2014,128,0.953,0.55,2014
Sales 2014.csv,287,9,7,Germany;Frankfurt,10/1/2014,125,0.953,0.55,2014
Sales 2014.csv,288,6,1,Czech republic;Prague,10/1/2014,124,0.953,0.55,2014
Sales 2014.csv,289,5,5,Germany;Berlin,10/1/2014,122,0.953,0.55,2014
Sales 2014.csv,290,6,5,Germany;Berlin,10/1/2014,118,0.953,0.55,2014
Sales 2014.csv,291,2,2,Denmark;Copenhagen,10/1/2014,117,0.953,0.55,2014
Sales 2014.csv,292,1,7,Germany;Frankfurt,10/1/2014,116,0.953,0.55,2014
Sales 2014.csv,293,9,7,Germany;Frankfurt,10/1/2014,113,0.953,0.55,2014
Sales 2014.csv,294,10,2,Denmark;Copenhagen,10/1/2014,109,0.953,0.55,2014
Sales 2014.csv,295,1,6,Germany;Dresden,10/1/2014,106,0.953,0.55,2014
Sales 2014.csv,296,8,3,Czech republic;Ostrava,10/1/2014,103,0.953,0.55,2014
Sales 2014.csv,297,4,5,Germany;Berlin,10/1/2014,101,0.953,0.55,2014
Sales 2014.csv,298,3,7,Germany;Frankfurt,10/1/2014,100,0.953,0.55,2014
Sales 2014.csv,299,8,6,Germany;Dresden,10/1/2014,94,0.953,0.4,2014
Sales 2014.csv,300,10,7,Germany;Frankfurt,10/1/2014,92,0.953,0.4,2014
